title,composedby,key,timesig,bars,chordprog,key_tonic_pc,key_mode,key_estimada,key_score,num_tokens,funcional_prog
String Of Pearls,Jerry Gray,C,4 4,56,"C C C CM7 CM7 CM7 C7 C7 | C7 C6 C6 C6 C+ C+ C C | C+ C+ C+ C6 C6 C6 C7 C7 | C7 CM7 CM7 CM7 C C CM7 CM7 |
C7 C7 C7 C6 C6 C6 C+ C+ | C+ C C C D7 D7 G7 G7 | C6 | C6 C6 Ab7 G7 |
F F F FM7 FM7 FM7 F7 F7 | F7 F6 F6 F6 F+ F+ F F | F+ F+ F+ F6 F6 F6 F7 F7 | F7 FM7 FM7 FM7 F F FM7 FM7 |
F7 F7 F7 F6 F6 F6 F+ F+ | F+ F F F G7 G7 C7 C7 | F6 | G7 |
C C C CM7 CM7 CM7 C7 C7 | C7 C6 C6 C6 C+ C+ C C | C+ C+ C+ C6 C6 C6 C7 C7 | C7 CM7 CM7 CM7 C C CM7 CM7 |
C7 C7 C7 C6 C6 C6 C+ C+ | C+ C C C D7 D7 G7 G7 | C6 | C6 Eb7 Eb7 Eb7 |
Ab6 | Db7 | Ab6 | Ab7 |
Db7 | Db7 | Ab6 | Ab6 |
Eb7 | Eb7 | Ab6 | Ab6 |
Ab6 | Db7 | Ab6 | Ab7 |
Db7 | Db7 | Ab6 | Ab6 |
Eb7 | Eb7 | Ab6 | G7 |
C C C CM7 CM7 CM7 C7 C7 | C7 C6 C6 C6 C+ C+ C C | C+ C+ C+ C6 C6 C6 C7 C7 | C7 CM7 CM7 CM7 C C CM7 CM7 |
C7 C7 C7 C6 C6 C6 C+ C+ | C+ C C C D7 D7 G7 G7 | C6 | C6 |",0,major,C,289.2000000000003,230,I I I I I I I7 I7 I7 I I I I7 I7 I I I7 I7 I7 I I I I7 I7 I7 I I I I I I I I7 I7 I7 I I I I7 I7 I7 I I I II7 V/V V7 V7 I I I Vsub/V V7 IV IV IV IV IV IV IV7 IV7 IV7 IV IV IV IV7 IV7 IV IV IV7 IV7 IV7 IV IV IV IV7 IV7 IV7 IV IV IV IV IV IV IV IV7 IV7 IV7 IV IV IV IV7 IV7 IV7 IV IV IV V7 V7 I7 V/IV IV V7 I I I I I I I7 I7 I7 I I I I7 I7 I I I7 I7 I7 I I I I7 I7 I7 I I I I I I I I7 I7 I7 I I I I7 I7 I7 I I I II7 V/V V7 V7 I I bIII7 bIII7 bIII7 bVI bII7 bVI bVI7 bII7 bII7 bVI bVI bIII7 bIII7 bVI bVI bVI bII7 bVI bVI7 bII7 bII7 bVI bVI bIII7 bIII7 bVI V7 I I I I I I I7 I7 I7 I I I I7 I7 I I I7 I7 I7 I I I I7 I7 I7 I I I I I I I I7 I7 I7 I I I I7 I7 I7 I I I II7 V/V V7 V7 I I
Rossignol,Tino Rossi,C,4 4,85,"C | C | C | C |
C | C | C | C |
C | C | G | G |
G | G | C | C |
C | C | G | G |
Am | D | G | G |
C | F | C | F |
C | G | C | G |
C | F | C | F |
C | G | C | F |
F | C | C | F |
G | C | C | C |
C | G | G | G |
G | C | C | C |
C | G | G | Am |
D | G | G | C |
F | C | F | C |
G | C | G | C |
F | C | F | C |
G | C | F | F |
C | C | F | G |
C |",7,major,G,138.8,85,IV IV IV IV IV IV IV IV IV IV I I I I IV IV IV IV I I ii V I I IV bVII IV bVII IV I IV I IV bVII IV bVII IV I IV bVII bVII IV IV bVII I IV IV IV IV I I I I IV IV IV IV I I ii V I I IV bVII IV bVII IV I IV I IV bVII IV bVII IV I IV bVII bVII IV IV bVII I IV
Vera Cruz,Milton Nascimento and Marcio Borges,C,4 4,40,"Gm7 | Gm+ | Gm6 | Gm+ |
Gm | Gm+ | Gm6 | Gm7 |
EbM7 | Dm7 | Cm7 | Cm7 |
Bm7 | Bb7 | EbM7 | D7alt |
Gm | Gm+ | Gm6 | Gm+ |
Gm | Gm+ | Gm6 | Gm7 |
EbM7 | Dm7 | Cm7 | Cm7 |
Bm7 | Bb7 | EbM7 | D7alt |
Gm7 | Gm6 | Gm+ | Gm6 |
GmM7 Gm7 | Gm6 | Gm+ | Gm6 |",3,major,Eb,72.8,41,iii iii iii iii iii iii iii iii I vii vi vi bvi V7 I V/III iii iii iii iii iii iii iii iii I vii vi vi bvi V7 I V/III iii iii iii iii iii iii iii iii iii
Smile,Charlie Chaplin,F,4 4,34,"F | F | F | F |
F | Fo7 | Gm7 Gm7 Ao7 Gm | D7b9 D7b9 Gm D7 |
Gm7 | Gm7 | Bbm | Eb9 |
FM7 | FM7 | Gm7 | C7 |
F | F | F | F |
F | Fo7 | Gm7 Gm7 Ao7 Gm | D7b9 D7b9 Gm D7 |
Gm7 | Gm7 | Bbm | Eb9 |
FM7 | FM7 | Gm7 | Gm9 C13b9 |
F6 Eb9 | F69 |",5,major,F,71.69999999999997,48,I I I I I io ii ii iiio ii VI7 V/II ii V/II ii ii iv bVII7 I I ii V7 I I I I I io ii ii iiio ii VI7 V/II ii V/II ii ii iv bVII7 I I ii ii V7 I bVII7 I
Quicksilver,Horace Silver,Ab,4 4,64,"AbM7 | AbM7 | Gm7b5 | C7alt |
Fm7 | Fm7 | Bb7 | E7alt |
AbM7 | AbM7 F7 | Bbm7 | Eb7 |
AbM7 | AbM7 | Bbm7 | Eb7 |
AbM7 | AbM7 | Gm7b5 | C7alt |
Fm7 | Fm7 | Bb7 | A7 |
AbM7 | F7 | Bbm7 | Eb7 |
AbM7 | Bbm7 Abo7 | AbM7 | Gm7b5 C7alt |
Fm7 | Fm7 | C7alt | Fm7 |
Gm7b5 | C7alt | Abm7 Db7 | Gm7b5 C7alt |
Fm7 | Fm7 | C7b9 | Fm7 |
Bb7 | Bb7 | Bbm7 | Eb7 |
AbM7 | AbM7 | Gm7b5 | C7alt |
Fm7 | Fm7 | F7 | F7alt |
Bbm7 | Bbm7 | Bbm7 | Eb7 |
AbM7 | Bbm7 Eb7 | AbM7 | Bbm7 Eb7 |",5,minor,Fm,109.20000000000002,71,III III iiø V7 i i IV7 VII7 III III V/IV iv V/III III III iv V/III III III iiø V7 i i IV7 Vsub/III III V/IV iv V/III III iv iiio III iiø V7 i i V7 i iiø V7 iii VI7 iiø V7 i i V7 i IV7 IV7 iv V/III III III iiø V7 i i I7 V/IV iv iv iv V/III III iv V/III III iv bVII7
A Wonderful Day Like Today,Leslie Bricusse and Anthony Newley,Eb,4 4,68,"EbM7 | Eb6 | EbM7 | Eb6 |
EbM7 | Eb6 | Fm7 | Bb7 |
Fm7 | Bb7 | Gm7 | C7 |
AbM7 | F7 | Fm7 | Bb7 |
EbM7 | Eb6 | EbM7 | Eb6 |
EbM7 | Eb6 | Fm7 | Bb7 |
Fm7 | Bb7 | Gm7 | C7 |
AbM7 | Fm7 Bb7 | Eb6 Fm7 | F#o7 G7 |
Ab | Ab+ | Ab6 | Ab7 Ao7 |
Eb | Fm7 Bb7 | EbM7 | Eb7 |
AbM7 | AbM7 | Am7b5 | D7b9 |
Gm7 | C7 | F7 | Bb7 |
EbM7 | Eb6 | EbM7 | Eb6 |
EbM7 | Eb6 | Fm7 | Bb7 |
Fm7 | Bb7 | Gm7 | C7 |
AbM7 | G7 | Cm7 | F7 |
Fm7 | Bb7 | Eb6 | Fm7 Bb7 |",3,major,Eb,121.20000000000005,74,I I I I I I ii V7 ii V7 iii VI7 IV II7 ii V7 I I I I I I ii V7 ii V7 iii VI7 IV ii V7 I ii biiio III7 IV IV7 IV IV7 #ivo I ii V7 I V/IV IV IV #ivø V/III iii V/II V/V V7 I I I I I I ii V7 ii V7 iii VI7 IV V/VI vi II7 ii V7 I ii V7
Who Cares?,George Gershwin,C,4 4,32,"CM9 | CM9 B7 | E7+ | E7+ E7 |
A7+ | A7+ A7 | Dm7b5 | G7 |
CM9 | CM9 Ebo7 | Dm7 | G7 |
CM9 | Am7 | Ab7 | D7b9 G7 |
CM9 | CM9 B7 | E7+ | E7+ E7 |
Am | Am7 | D7 | D7 Ab7 |
CM9 | CM9 Ebo7 | Dm7 G7 | Em7b5 A7alt |
Dm7 | G7 | CM9 | Dm7 G7 |",0,major,C,53.39999999999999,44,I I V/III III7 III7 V/VI VI7 VI7 V/II iiø V7 I I biiio ii V7 I vi bVI7 V/V V7 I I V/III III7 III7 V/VI vi vi II7 II7 bVI7 I I biiio ii V7 iiiø V/II ii V7 I ii V7
Scene,Tom Harrell,C,3 4,50,"Cm7 | Fm7 | Bbm7 | Ebm7 |
Abm7 | Dbm7 | Gbm7 | Bm7 |
AM7 | GM7#11 | DM7#11 | Bm7 |
Abm7 | GM7 | Gbm11 | FM7 |
CM7 | CM7 | B9sus4 | B9sus4 |
Cm7 | Fm7 | Bbm7 | Ebm7 |
Abm7 | Dbm7 | Gbm7 | Bm7 |
AM7 | Dm7 | CM7 | Bm7 |
Cm7 | BbM7 | D9sus4 | D9sus4 |
GM7 | GM7 | GM7 | GM7 |
GM7 | GM7 | GM7 | GM7 |
GM7 | GM7 | GM7 | GM7 |
GM7 | GM7 |",7,major,G,56.599999999999994,50,iv bvii biii bvi bii #iv vii iii II I V iii bii I vii bVII IV IV III7 III7 iv bvii biii bvi bii #iv vii iii II v IV iii iv bIII V7 V7 I I I I I I I I I I I I I I
Tokyo Blues,Horace Silver,Db,4 4,16,"Db7 | Db7 | Cm7 | Cm7 |
Db7 | Db7 | Cm7 | Cm7 |
Db7 | Db7 | Cm7 | Cm7 |
Eb7 | Db7b9 G7 | Cm6 | Cm6 |",8,major,Ab,21.2,17,IV7 Vsub/III iii iii IV7 Vsub/III iii iii IV7 Vsub/III iii iii V7 IV7 V/III iii iii
Saudade,Walter Booker,Eb,4 4,56,"Cm7 | Cm7 | F7b9 | F7b9 |
BbM7 | BbM7 | EbM7 | EbM7 |
Am7b5 | Am7b5 | D7alt | D7alt |
Gm7 | Gm7 | GbM7 | GbM7 |
Fm7 | Bb7 | Fm7 | Bb7 |
Fm7 | Bb7 | Fm7 | Bb7 |
EbM7 | EbM7 | D7alt | D7alt |
DbM7 | DbM7 | C7alt | C7alt |
F7 | F7 | B7 | B7 |
BbM7 | BbM7 | EbM7 | EbM7 |
Am7b5 | Am7b5 | D7alt | D7alt |
Gm7 | Gm7 | GbM7 | GbM7 |
Fm7 | Bb7 | Fm7 | Bb7 |
Fm7 | Bb7 | Fm7 | Bb7 |",3,major,Eb,62.999999999999986,56,vi vi II7 V/V V V I I #ivø #ivø VII7 V/III iii iii bIII bIII ii V7 ii V7 ii V7 ii V7 I I VII7 VII7 bVII bVII VI7 V/II II7 II7 bVI7 Vsub/V V V I I #ivø #ivø VII7 V/III iii iii bIII bIII ii V7 ii V7 ii V7 ii V7
Seems to Me,"Pat Scott, Pat Pace",Bb,4 4,32,"BbM7 | Gm7 | Cm7 | F7 |
BbM7 | Gm7 | Cm7 | F7 D7 |
Gm7 Gb7+ | Fm7 Bb7 | EbM7 | Ab7#11 |
DbM7 | Gb7#11 | Cm7 | F7 |
BbM7 | Gm7 | Cm7 | F7 |
BbM7 | Gm7 | Cm7 | F7 D7 |
Gm7 Gb7+ | Fm7 Bb7 | EbM7 | Ab7#11 |
DbM7 Bb7 | Ebm7 Ab7 | Db69 | Db69 |",10,major,Bb,48.99999999999998,40,I vi ii V7 I vi ii V7 V/VI vi Vsub/V v V/IV IV bVII7 bIII bVI7 ii V7 I vi ii V7 I vi ii V7 V/VI vi Vsub/V v V/IV IV bVII7 bIII V/IV iv bVII7 bIII bIII
You Must Have Been a Beautiful Baby,Harry Warren,Eb,4 4,20,"C Dm7 Co7 C | C+ CM7+ C7+ C7+ | F9 Cm7 | F9 Cm7 Eb+ F9 |
AbM7/Bb AbM7/Bb Bb6 Bb7 | AbM7/F AbM7/F Bb6 Bb7 | EbM7 EbM7 Gm7 F#o7 | Fm7 Fm7 Bb7 G7 |
C Dm7 Co7 C | C+ CM7+ C7+ C7+ | F9 Cm7 | F9 Cm7 Eb+ F9 |
AbM7/Bb AbM7/Bb Bb6 Bb7 | AbM7/F AbM7/F Bb6 Bb7 | Eb Cm7 | F9 F9 F9 F#o7 |
Eb/G G7 | C7 C7 C7+ C7 | F9 F9 AbM7/Bb Bb7 | Eb Eb Eb G7 |",3,major,Eb,77.20000000000002,72,VI vii vio VI VI7 VI VI7 V/II II7 vi II7 vi I7 II7 IV IV V V7 IV IV V V7 I I iii biiio ii ii V7 V/VI VI vii vio VI VI7 VI VI7 V/II II7 vi II7 vi I7 II7 IV IV V V7 IV IV V V7 I vi II7 II7 II7 biiio I V/VI VI7 VI7 VI7 V/II II7 II7 IV V7 I I I III7
Somewhere,Leonard Bernstein,Eb,4 4,36,"Bb Bb7 | Eb7 Ab | Fm7 Bb7 | Eb7 Ab |
Bb Bb7 | Gm Cm | Ab Db | Bb |
Bb Bb7 | Eb7 Ab | Fm7 Bb7 | Eb7 Ab |
Bb Bb7 | Gm Cm | Ab Db | Bbm Gb |
Cb | Abm | Ebm | Fm7 |
Cb Abm | Gb | F | Dm7 |
Bb Bb7 | Eb7 Ab | Fm7 Bb7 | Eb7 Ab |
Bb Bb7 | Gm Cm | Ab Db | Bbm Gb |
Cb | Abm | Eb Eb7 | Ab |",8,major,Ab,71.29999999999998,61,II V/V V7 I vi V/V V7 I II II7 vii iii I IV II II V/V V7 I vi V/V V7 I II II7 vii iii I IV ii bVII bIII i v vi bIII i bVII VI #iv II V/V V7 I vi V/V V7 I II II7 vii iii I IV ii bVII bIII i V V7 I
People Will Say We're In Love,Richard Rodgers,C,4 4,48,"CM7 | G7+ | C CM7 | Dm7 G7 |
CM7 | A7b9 | Dm7 G7 | Dm7 G7 |
CM7 | Am7 | D7 | D7 |
Dm7 | G7b9 | CM7 C#o7 | Dm7 G7 |
CM7 | G7+ | C CM7 | Dm7 G7 |
CM7 | A7b9 | Dm7 G7 | Dm7 G7 |
CM7 | Am7 | D7 | D7 |
Dm7 | G7b9 | CM7 | CM7 |
Cm7 | F7 | BbM7 | BbM7 |
Bm7b5 E7b9 | A7 | Ab7#11 | G7 |
CM7 | Am7 | D7 | D7 |
Dm7 | G7 | CM7 Am7 | Dm7 G7 |",0,major,C,95.10000000000002,61,I V7 I I ii V7 I V/II ii V7 ii V7 I vi II7 II7 ii V7 I biio ii V7 I V7 I I ii V7 I V/II ii V7 ii V7 I vi II7 II7 ii V7 I I i IV7 bVII bVII viiø V/VI VI7 Vsub/V V7 I vi II7 II7 ii V7 I vi ii V7
You Oughta Be In Pictures,Dana Suesse and Edward Heyman,C,4 4,32,"C C C Am7 | Dm7 G7 | C C7 Am7 Am7 | C |
Dm7 Dm7 G7 C#o7 | G7 | C C#o7 | Dm7 G7 |
C C C Am7 | Dm7 G7 | C C7 Am7 Am7 | C C C Am7 |
Em7 A7 | Em7 A7 | C7 D7 | G G7 |
C C C7 C | C7 Am7 Am7 D#o7 | Dm7 | G7 |
Dm7 G7 | G7 | C C C7 Am7 | Dm Dm Dm G+ |
C C C7 C | C7 Am7 Am7 D#o7 | Dm7 | G7 |
Dm7 G7 | G7 | C C C7 Am7 | B7 |
Em7 G+ | Em7 G+ | Em7 G | Em7 A7 Em7 Em7 |
G Emi | G D7 | Em7 D7 | G7 |
C C C7 C | C7 Am7 Am7 D#o7 | Dm7 | G7 |
Dm7 G7 | G7 G7 G7 F | Dm7 G7 | C |",0,major,C,190.3000000000001,117,I I I vi ii V7 I I7 vi vi I ii ii V7 biio V7 I biio ii V7 I I I vi ii V7 I I7 vi vi I I I vi iii VI7 iii VI7 I7 V/V V V7 I I I7 I I7 vi vi biiio ii V7 ii V7 V7 I I I7 vi ii ii ii V7 I I I7 I I7 vi vi biiio ii V7 ii V7 V7 I I I7 vi V/III iii V7 iii V7 iii V iii VI7 iii iii V iii V II7 iii V/V V7 I I I7 I I7 vi vi biiio ii V7 ii V7 V7 V7 V7 IV ii V7 I
Your Mother Should Know,John Lennon and Paul McCartney,C,4 4,50,"Am | Am | Am | F |
A7/E | Dm | G7 | C C/B |
A7 | D7 | G7 | C |
E7 | Am | F | A7/E |
Dm | G7 | C C/B | A7 |
D7 | G7 | C | A7 |
D7 | D7 | G7 | G7 C |
C E7 | E7 Am | Am F | F A7/E |
A7/E Dm | Dm G7 | G7 C | C/B A7 |
A7 D7 | D7 G7 | G7 C | C E7 |
E7 Am | Am F | F A7/E | A7/E Dm |
Dm G7 | G7 C | C/B A7 | A7 D7 |
D7 G7 | G7 G7 C |",0,major,C,111.90000000000005,76,vi vi vi IV V/II ii V7 I I V/II V/V V7 I V/VI vi IV V/II ii V7 I I V/II V/V V7 I V/II II7 V/V V7 V7 I I III7 V/VI vi vi IV IV VI7 V/II ii ii V7 V7 I I VI7 V/II II7 V/V V7 V7 I I III7 V/VI vi vi IV IV VI7 V/II ii ii V7 V7 I I VI7 V/II II7 V/V V7 V7 V7 I
Yellow Days,Alvaro Carrillo,F,4 4,32,"Gm7 | C7 | FM7 Bb7 | Am7b5 D7b9 |
G7 | C7 | FM7 Bb7 | Am7 D7b9 |
Gm7 | C7 | FM7 Bb7 | Am7b5 D7b9 |
G7 | C7 | FM7 Bbm6 | FM7 |
Cm7 | F7 | BbM7 | Bbm7 Eb7 |
AbM7 | Dm7 G7b9 | CM7 | C7 D7 |
Gm7 | C7 | FM7 Bb7 | Am7b5 D7b9 |
G7 | C7 | FM7 | Am7 D7b9 |",5,major,F,51.09999999999998,45,ii V7 I Vsub/III iiiø V/II V/V V7 I Vsub/III iii V/II ii V7 I Vsub/III iiiø V/II V/V V7 I iv I v V/IV IV iv bVII7 bIII vi V/V V V7 V/II ii V7 I Vsub/III iiiø V/II V/V V7 I iii VI7
Walk Right In,Gus Cannon,C,4 4,16,"C | A7 | D7 G7 | C |
C | A7 | D7 | G7 |
C | C7 | F | D7 |
C | A7 | D7 G7 | C G7+ |",0,major,C,25.199999999999996,19,I V/II V/V V7 I I V/II V/V V7 I V/IV IV II7 I V/II V/V V7 I V7
September Song,Kurt Weil and Maxwell Anderson,C,4 4,32,"Cm6 | Fm7 | C | C |
D7 | Dm7b5 G7 | C | C |
Cm6 | Fm7 | C | C |
D7 | Dm7b5 G7 | C | C |
Fm | Fm | F#o | F#o |
Fm | Fm | F#o | F#o |
Cm6 | Fm7 | C | C |
D7 | Dm7b5 G7 | C | C |",0,minor,Cm,37.99999999999999,35,i iv I I II7 iiø V7 I I i iv I I II7 iiø V7 I I iv iv #ivo #ivo iv iv #ivo #ivo i iv I I II7 iiø V7 I I
Passion Dance,McCoy Tyner,C,4 4,32,"F7sus4 | F7sus4 | F7sus4 | F7sus4 |
F7sus4 | F7sus4 | F7sus4 | F7sus4 |
F7sus4 | F7sus4 | F7sus4 | F7sus4 |
F7sus4 | F7sus4 | F7sus4 | F7sus4 F7sus4 F7sus4 Absus4 |
Bsus4 Bsus4 Bsus4 Dbsus4 Dbsus4 Dbsus4 Dbsus4 Dbsus4 | Dbsus4 Dbsus4 Dbsus4 Absus4 | Bsus4 Ebsus4 Dbsus4 Dbsus4 | Dbsus4 Dbsus4 Dbsus4 Absus4 |
Bsus4 Bsus4 Bsus4 Dbsus4 Dbsus4 Dbsus4 Dbsus4 Dbsus4 | Dbsus4 Dbsus4 Dbsus4 Absus4 | Bsus4 Ebsus4 Dbsus4 Dbsus4 | Dbsus4 Dbsus4 Dbsus4 Absus4 |
Db/Eb Db/Eb Db/Eb Ebm7 Ebm7 Ebm7 Ebm7 Ebm7 | Ebm7 | Db/Eb Db/Eb Db/Eb Ebm7 Ebm7 Ebm7 Ebm7 Ebm7 | Ebm7 |
Db/Eb Db/Eb Db/Eb Ebm7 Ebm7 Ebm7 Ebm7 Ebm7 | Ebm7 | Bb7#9 C7#9 | C7#9 |",10,minor,Bbm,106.29999999999994,89,V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 bVII7 bII7 bII7 bII7 III7 III7 III7 III7 III7 III7 III7 III7 bVII7 bII7 IV7 III7 III7 III7 III7 III7 bVII7 bII7 bII7 bII7 III7 III7 III7 III7 III7 III7 III7 III7 bVII7 bII7 IV7 III7 III7 III7 III7 III7 V/III III III III iv iv iv iv iv iv III III III iv iv iv iv iv iv III III III iv iv iv iv iv iv I7 II7 II7
Under The Boardwalk,Artie Resnick and Kenny Young,C,4 4,26,"C | C | G7 | G7 |
G7 | G7 | C | C |
F | F | C | C |
C | G7 | C | C |
Am | Am | G | G |
Am | Am | G | G |
Am | Am |",0,major,C,45.599999999999994,26,I I V7 V7 V7 V7 I I IV IV I I I V7 I I vi vi V V vi vi V V vi vi
Stranger in Paradise,George Forrest and Robert Wright,F,4 4,48,"Dm7 | G7 | CM7 F7 | Em7 Am7 |
Dm7 | G7 | CM7 | Em7 A7 |
Dm7 | G7 | CM7 F7 | Em7 Am7 |
Dm7 | G7 | CM7 | CM7 |
Ab7 | Ab7 | DbM7 | DbM7 |
Gm7b5 | C7alt | Fm7 | Fm7 |
Bm7 | E7 | AM7 | AM7 |
Dm7 | G7 | Em7 | A7 |
Dm7 | G7 | CM7 F7 | Em7 Am7 |
Dm7 | G7 | CM7 | CM7 |
F#m7b5 | Fm7 | Em7 | Ebm7 |
Dm7 | G7 | C | A7 |",0,major,C,75.19999999999999,55,ii V7 I Vsub/III iii vi ii V7 I iii V/II ii V7 I Vsub/III iii vi ii V7 I I bVI7 bVI7 bII bII vø V/IV iv iv vii V/VI VI VI ii V7 iii V/II ii V7 I Vsub/III iii vi ii V7 I I #ivø iv iii biii ii V7 I VI7
Who's Afraid of the Big Bad Wold,Frank Churchill,G,4 4,64,"GM7 Em7 | Am7 D7 | Am7 D7 | GM7 |
GM7 Em7 | Am7 D7 | Am7 D7 | G6 G6 Am7 D7 |
GM7 Em7 | Am7 D7 | Am7 D7 | GM7 |
GM7 Em7 | Am7 D7 | Am7 D7 | G6 G6 Em7 A7 |
D6 Bm7 | Em7 A7 | D6 Bm7 | Em7 A7 |
D6 Bm7 | Em7 A7 | Em7 A7 | D6 D6 Em7 A7 |
D6 Bm7 | Em7 A7 | D6 Bm7 | Em7 A7 |
D6 Bm7 | Em7 A7 | Em7 A7 | D6 D6 Am D7 |
GM7 C#7 | F#m7 B7 | Em7 A7 | DM7 |
GM7 C#7 | F#m7 B7 | E7 | Em7 A7 |
D6 B7 | Em7 A7 | D6 B7 | Em7 A7 |
D6 B7 | Em7 A7 | Em7 A7 | D6 D6 Am7 D7 |
GM7 Em7 | Am7 D7 | Am7 D7 | GM7 |
GM7 Em7 | Am7 D7 | Am7 D7 | G6 G6 Am7 D7 |
GM7 Em7 | Am7 D7 | Am7 D7 | GM7 |
GM7 Em7 | Am7 D7 | Am7 D7 | G6 G6 Em7 A7 |",7,major,G,204.20000000000022,136,I vi ii V7 ii V7 I I vi ii V7 ii V7 I I ii V7 I vi ii V7 ii V7 I I vi ii V7 ii V7 I I vi V/V V iii vi V/V V iii vi V/V V iii vi II7 vi V/V V V vi V/V V iii vi V/V V iii vi V/V V iii vi II7 vi V/V V V ii V7 I V/VII vii V/VI vi V/V V I V/VII vii V/VI VI7 vi V/V V V/VI vi V/V V V/VI vi V/V V V/VI vi II7 vi V/V V V ii V7 I vi ii V7 ii V7 I I vi ii V7 ii V7 I I ii V7 I vi ii V7 ii V7 I I vi ii V7 ii V7 I I vi II7
A Picture of You,Johnny Beveridge and Peter Oakman,G,4 4,64,"G | G | F | D7 |
G | G | F | D7 |
C | C | D7 | D7 D13 |
G | C | G | D7 |
G | G | F | D7 |
G | G | F | D7 |
C | C | D7 | D7 D13 |
G | C | G | G |
Bm | Am | Bm | Am |
Bm | Am | D13 | D13 |
G | G | Em | Em |
C | C | D7 | D7 |
G | G | F | D7 |
G | G | F | D7 |
C | C | D7 | D7 D7 D7 D13 |
G | C | G C | G |",7,major,G,128.0,70,I I bVII V7 I I bVII V7 IV IV V7 V7 V7 I IV I V7 I I bVII V7 I I bVII V7 IV IV V7 V7 V7 I IV I I iii ii iii ii iii ii V7 V7 I I vi vi IV IV V7 V7 I I bVII V7 I I bVII V7 IV IV V7 V7 V7 V7 V7 I IV I IV I
Summer Samba,"Marcos Valle, Paulo Sergio Valee, and Norman Gimbel",F,4 4,32,"FM7 | FM7 | Bm7 | E7 |
BbM7 | BbM7 | Eb7 | Eb7 |
Am7 | D7b9 | Gm7 | Em7b5 A7alt |
Dm7 | G7 | Gm7 | Db7 C7 |
FM7 | FM7 | Bm7 | E7 |
BbM7 | BbM7 | Eb7 | Eb7 |
Am7 | D7b9 | Gm7 | C7 |
FM7 | Bb7 | FM7 | Gm7 C7 |",5,major,F,46.3,35,I I #iv VII7 IV IV bVII7 bVII7 iii V/II ii viiø V/VI vi II7 ii Vsub/V V7 I I #iv VII7 IV IV bVII7 bVII7 iii V/II ii V7 I IV7 I ii V7
Seabrook Revisited,Jack Zucker,A,4 4,64,"AM7 | AM7 | FM7 | FM7 |
AM7 | AM7 | Em7 | A7alt |
DM7 | C#7b9 | F#m7 | B7b9#11 |
GM7#11 | GM7#11 | FM7#11 | FM7#11 |
AM7 | AM7 | FM7 | FM7 |
AM7 | AM7 | Em7 | A7alt |
DM7 | C#7b9 | F#m7 | B7b9#11 |
GM7#11 | GM7#11 | FM7#11 | FM7#11 |
Am7b5 | D7b9 | Gm7 | Gm7/F |
BM7 | E7 | Ebm7 | Dm7 G7 |
F#M7 | EM7 | DM7 | CM7 |
A/B | A/B | BbM7#11 | BbM7#11 |
AM7 | AM7 | FM7 | FM7 |
AM7 | AM7 | Em7 | A7alt |
DM7 | C#7b9 | F#m7 | B7b9#11 |
GM7#11 | GM7#11 | FM7#11 | FM7#11 |",6,minor,Gbm,57.79999999999997,65,III III VII VII III III bvii V/VI VI V7 i IV7 bII bII VII VII III III VII VII III III bvii V/VI VI V7 i IV7 bII bII VII VII iiiø VI7 bii bii IV bVII7 natvi vi bII7 I bVII VI #IV III III natIII natIII III III VII VII III III bvii V/VI VI V7 i IV7 bII bII VII VII
Wall-Eye Blues,Arnold Loupacci,Bb,4 4,12,"Bb7 | Eb7 | Bb7 B7 | Bb7+ E7 |
Eb7 | Eb7 Ab7 | Bb7 Ab7 | G7#11 Db7#11 |
Cm7 | F7#9 | Bb7 G7#11 | C7#9 F7 |",3,major,Eb,16.9,19,V7 I7 V7 Vsub/V V7 bII7 I7 V/IV IV7 V7 Vsub/III III7 Vsub/VI vi V/V V7 V/VI V/II II7
Street Of Dreams,Victor Young,Eb,4 4,32,"F7 | F7 | Fm7 | Bb7 |
Eb6 | Ab7#11 | Gm7 | C7#5#9 |
F7 | F7 | Fm7 | Bb7 |
Eb6 | Eb6 | Bbm7 | Eb7 |
Ab6 | Ab6 | Abm | Db7 |
Eb6 | Eb6 | Db7 | C7 |
F7 | F7 | Db7#11 | Db7#11 |
Fm7 | Bb7 | Eb6 | Eb6 C7alt |",3,major,Eb,38.39999999999999,33,II7 II7 ii V7 I Vsub/III iii V/II II7 II7 ii V7 I I v V/IV IV IV iv bVII7 I I Vsub/VI V/II II7 II7 bVII7 bVII7 ii V7 I I VI7
